P,P_prime,returncode_match,stdout_match,stderr_match,has_randomness,alive2_correct,alive2_incorrect,alive2_no_prove,alive2_error
,,True,False,True,False,,,,
P,P_prime,returncode_match,stdout_match,stderr_match,has_randomness,alive2_correct,alive2_incorrect,alive2_no_prove,alive2_error
tests/P5/P.ll,tests/P5/P_prime.ll,True,False,True,False,3,0,0,0
